LATITUDE,LONGITUDE,CIDADE,ÂNGULO,MWH
-22.2312801,-54.86489,Dourados,150,26.89318933
-22.2312801,-54.86489,Dourados,155,26.78967729
-22.2312801,-54.86489,Dourados,160,26.70610793
-22.2312801,-54.86489,Dourados,165,26.64343091
-22.2312801,-54.86489,Dourados,170,26.60449518
-22.2312801,-54.86489,Dourados,175,26.59309936
-22.2312801,-54.86489,Dourados,180,26.60829379
-12.1997775,-39.33484,Feira de Santana,0,30.145
-12.1997775,-39.33484,Feira de Santana,5,30.11566687
-12.1997775,-39.33484,Feira de Santana,10,30.0759252
-12.1997775,-39.33484,Feira de Santana,15,30.02482877
-12.1997775,-39.33484,Feira de Santana,20,29.96710873
-12.1997775,-39.33484,Feira de Santana,25,29.90276508
-12.1997775,-39.33484,Feira de Santana,30,29.83463651
-12.1997775,-39.33484,Feira de Santana,35,29.76272302
-12.1997775,-39.33484,Feira de Santana,40,29.6898633
-12.1997775,-39.33484,Feira de Santana,45,29.61889604
-12.1997775,-39.33484,Feira de Santana,50,29.54792878
-12.1997775,-39.33484,Feira de Santana,55,29.47412283
-12.1997775,-39.33484,Feira de Santana,60,29.39558572
-12.1997775,-39.33484,Feira de Santana,65,29.31420993
-12.1997775,-39.33484,Feira de Santana,70,29.22810299
-12.1997775,-39.33484,Feira de Santana,75,29.14010358
